"CODIGO_REFERENCIA ";"CODIGO_TALLA ";"NOMBRE_REFERNCIA ";"REFERNCIA ";"TALLA ";"CANTIDAD "
294;"10 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"18 ";"22"
294;"11 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"AMARILLO ";"22"
294;"12 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"AZUL REY ";"22"
294;"13 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"ROJO ";"22"
294;"14 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"NARANJA ";"22"
294;"15 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"VERDE ";"22"
294;"16 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X VER ";"22"
294;"17 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X AZU ";"22"
294;"18 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X NEG ";"22"
294;"19 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X ROJ ";"22"
294;"20 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"AZUL OSCURO ";"22"
294;"21 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"NEGRA ";"22"
294;"129 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"VERDE CLARO ";"22"
294;"130 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BLANCO ";"22"
294;"131 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X AMA ";"22"
294;"132 ";"PANTALONETA PARA HOMBRE ";"PTH0001 ";"BL X VER CLA ";"22"
295;"1 ";"RELOJ PARA MUJER ";"REM0001 ";"N/A ";"22"
295;"2 ";"RELOJ PARA MUJER ";"REM0001 ";"S ";"22"
295;"3 ";"RELOJ PARA MUJER ";"REM0001 ";"M ";"22"
295;"4 ";"RELOJ PARA MUJER ";"REM0001 ";"L ";"22"
295;"5 ";"RELOJ PARA MUJER ";"REM0001 ";"XL ";"22"
295;"6 ";"RELOJ PARA MUJER ";"REM0001 ";"10 ";"22"
295;"7 ";"RELOJ PARA MUJER ";"REM0001 ";"12 ";"22"
295;"8 ";"RELOJ PARA MUJER ";"REM0001 ";"14 ";"22"
295;"9 ";"RELOJ PARA MUJER ";"REM0001 ";"16 ";"22"
295;"10 ";"RELOJ PARA MUJER ";"REM0001 ";"18 ";"22"
295;"11 ";"RELOJ PARA MUJER ";"REM0001 ";"AMARILLO ";"22"
295;"12 ";"RELOJ PARA MUJER ";"REM0001 ";"AZUL REY ";"22"
295;"13 ";"RELOJ PARA MUJER ";"REM0001 ";"ROJO ";"22"
295;"14 ";"RELOJ PARA MUJER ";"REM0001 ";"NARANJA ";"22"
295;"15 ";"RELOJ PARA MUJER ";"REM0001 ";"VERDE ";"22"
295;"16 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X VER ";"22"
295;"17 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X AZU ";"22"
295;"18 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X NEG ";"22"
295;"19 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X ROJ ";"22"
295;"20 ";"RELOJ PARA MUJER ";"REM0001 ";"AZUL OSCURO ";"22"
295;"21 ";"RELOJ PARA MUJER ";"REM0001 ";"NEGRA ";"22"
295;"129 ";"RELOJ PARA MUJER ";"REM0001 ";"VERDE CLARO ";"22"
295;"130 ";"RELOJ PARA MUJER ";"REM0001 ";"BLANCO ";"22"
295;"131 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X AMA ";"22"
295;"132 ";"RELOJ PARA MUJER ";"REM0001 ";"BL X VER CLA ";"22"
296;"1 ";"RELOJ PARA HOMBRE ";"REH0001 ";"N/A ";"22"
296;"2 ";"RELOJ PARA HOMBRE ";"REH0001 ";"S ";"22"
296;"3 ";"RELOJ PARA HOMBRE ";"REH0001 ";"M ";"22"
296;"4 ";"RELOJ PARA HOMBRE ";"REH0001 ";"L ";"22"
296;"5 ";"RELOJ PARA HOMBRE ";"REH0001 ";"XL ";"22"
296;"6 ";"RELOJ PARA HOMBRE ";"REH0001 ";"10 ";"22"
296;"7 ";"RELOJ PARA HOMBRE ";"REH0001 ";"12 ";"22"
296;"8 ";"RELOJ PARA HOMBRE ";"REH0001 ";"14 ";"22"
296;"9 ";"RELOJ PARA HOMBRE ";"REH0001 ";"16 ";"22"
296;"10 ";"RELOJ PARA HOMBRE ";"REH0001 ";"18 ";"22"
296;"11 ";"RELOJ PARA HOMBRE ";"REH0001 ";"AMARILLO ";"22"
296;"12 ";"RELOJ PARA HOMBRE ";"REH0001 ";"AZUL REY ";"22"
296;"13 ";"RELOJ PARA HOMBRE ";"REH0001 ";"ROJO ";"22"
296;"14 ";"RELOJ PARA HOMBRE ";"REH0001 ";"NARANJA ";"22"
296;"15 ";"RELOJ PARA HOMBRE ";"REH0001 ";"VERDE ";"22"
296;"16 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X VER ";"22"
296;"17 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X AZU ";"22"
296;"18 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X NEG ";"22"
296;"19 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X ROJ ";"22"
296;"20 ";"RELOJ PARA HOMBRE ";"REH0001 ";"AZUL OSCURO ";"22"
296;"21 ";"RELOJ PARA HOMBRE ";"REH0001 ";"NEGRA ";"22"
296;"129 ";"RELOJ PARA HOMBRE ";"REH0001 ";"VERDE CLARO ";"22"
296;"130 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BLANCO ";"22"
296;"131 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X AMA ";"22"
296;"132 ";"RELOJ PARA HOMBRE ";"REH0001 ";"BL X VER CLA ";"22"
302;"1 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"N/A ";"22"
302;"2 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"S ";"22"
302;"3 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"M ";"22"
302;"4 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"L ";"22"
302;"5 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"XL ";"22"
302;"6 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"10 ";"22"
302;"7 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"12 ";"22"
302;"8 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"14 ";"22"
302;"9 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"16 ";"22"
302;"10 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"18 ";"22"
302;"11 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"AMARILLO ";"22"
302;"12 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"AZUL REY ";"22"
302;"13 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"ROJO ";"22"
302;"14 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"NARANJA ";"22"
302;"15 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"VERDE ";"22"
302;"16 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X VER ";"22"
302;"17 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X AZU ";"22"
302;"18 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X NEG ";"22"
302;"19 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X ROJ ";"22"
302;"20 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"AZUL OSCURO ";"22"
302;"21 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"NEGRA ";"22"
302;"129 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"VERDE CLARO ";"22"
302;"130 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BLANCO ";"22"
302;"131 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X AMA ";"22"
302;"132 ";"CAMISETA EQUIPO COLECCION ";"CEC0001 ";"BL X VER CLA ";"22"
303;"1 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"N/A ";"22"
303;"2 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"S ";"22"
303;"3 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"M ";"22"
303;"4 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"L ";"22"
303;"5 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"XL ";"22"
303;"6 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"10 ";"22"
303;"7 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"12 ";"22"
303;"8 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"14 ";"22"
303;"9 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"16 ";"22"
303;"10 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"18 ";"22"
303;"11 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"AMARILLO ";"22"
303;"12 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"AZUL REY ";"22"
303;"13 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"ROJO ";"22"
303;"14 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"NARANJA ";"22"
303;"15 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"VERDE ";"22"
303;"16 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X VER ";"22"
303;"17 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X AZU ";"22"
303;"18 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X NEG ";"22"
303;"19 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X ROJ ";"22"
303;"20 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"AZUL OSCURO ";"22"
303;"21 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"NEGRA ";"22"
303;"129 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"VERDE CLARO ";"22"
303;"130 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BLANCO ";"22"
303;"131 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X AMA ";"22"
303;"132 ";"UNIFORME LIGA ADULTO ";"ULA0001 ";"BL X VER CLA ";"22"
306;"1 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"N/A ";"22"
306;"2 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"S ";"22"
306;"3 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"M ";"22"
306;"4 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"L ";"22"
306;"5 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"XL ";"22"
306;"6 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"10 ";"22"
306;"7 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"12 ";"22"
306;"8 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"14 ";"22"
306;"9 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"16 ";"22"
306;"10 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"18 ";"22"
306;"11 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"AMARILLO ";"22"
306;"12 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"AZUL REY ";"22"
306;"13 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"ROJO ";"22"
306;"14 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"NARANJA ";"22"
306;"15 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"VERDE ";"22"
306;"16 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X VER ";"22"
306;"17 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X AZU ";"22"
306;"18 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X NEG ";"22"
306;"19 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X ROJ ";"22"
306;"20 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"AZUL OSCURO ";"22"
306;"21 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"NEGRA ";"22"
306;"129 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"VERDE CLARO ";"22"
306;"130 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BLANCO ";"22"
306;"131 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X AMA ";"22"
306;"132 ";"REPRODUCTOR MP3 2 GB ";"RMP0004 ";"BL X VER CLA ";"22"
307;"1 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"N/A ";"22"
307;"2 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"S ";"22"
307;"3 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"M ";"22"
307;"4 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"L ";"22"
307;"5 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"XL ";"22"
307;"6 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"10 ";"22"
307;"7 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"12 ";"22"
307;"8 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"14 ";"22"
307;"9 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"16 ";"22"
307;"10 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"18 ";"22"
307;"11 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"AMARILLO ";"22"
307;"12 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"AZUL REY ";"22"
307;"13 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"ROJO ";"22"
307;"14 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"NARANJA ";"22"
307;"15 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"VERDE ";"22"
307;"16 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X VER ";"22"
307;"17 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X AZU ";"22"
307;"18 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X NEG ";"22"
307;"19 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X ROJ ";"22"
307;"20 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"AZUL OSCURO ";"22"
307;"21 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"NEGRA ";"22"
307;"129 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"VERDE CLARO ";"22"
307;"130 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BLANCO ";"22"
307;"131 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X AMA ";"22"
307;"132 ";"CAMISETA POLO T/LAC. ";"CAP0002 ";"BL X VER CLA ";"22"
315;"1 ";"CANILLERAS ";"CAN0001 ";"N/A ";"22"
315;"2 ";"CANILLERAS ";"CAN0001 ";"S ";"22"
315;"3 ";"CANILLERAS ";"CAN0001 ";"M ";"22"
315;"4 ";"CANILLERAS ";"CAN0001 ";"L ";"22"
315;"5 ";"CANILLERAS ";"CAN0001 ";"XL ";"22"
315;"6 ";"CANILLERAS ";"CAN0001 ";"10 ";"22"
315;"7 ";"CANILLERAS ";"CAN0001 ";"12 ";"22"
315;"8 ";"CANILLERAS ";"CAN0001 ";"14 ";"22"
315;"9 ";"CANILLERAS ";"CAN0001 ";"16 ";"22"
315;"10 ";"CANILLERAS ";"CAN0001 ";"18 ";"22"
315;"11 ";"CANILLERAS ";"CAN0001 ";"AMARILLO ";"22"
315;"12 ";"CANILLERAS ";"CAN0001 ";"AZUL REY ";"22"
315;"13 ";"CANILLERAS ";"CAN0001 ";"ROJO ";"22"
315;"14 ";"CANILLERAS ";"CAN0001 ";"NARANJA ";"22"
315;"15 ";"CANILLERAS ";"CAN0001 ";"VERDE ";"22"
315;"16 ";"CANILLERAS ";"CAN0001 ";"BL X VER ";"22"
315;"17 ";"CANILLERAS ";"CAN0001 ";"BL X AZU ";"22"
315;"18 ";"CANILLERAS ";"CAN0001 ";"BL X NEG ";"22"
315;"19 ";"CANILLERAS ";"CAN0001 ";"BL X ROJ ";"22"
315;"20 ";"CANILLERAS ";"CAN0001 ";"AZUL OSCURO ";"22"
315;"21 ";"CANILLERAS ";"CAN0001 ";"NEGRA ";"22"
315;"129 ";"CANILLERAS ";"CAN0001 ";"VERDE CLARO ";"22"
315;"130 ";"CANILLERAS ";"CAN0001 ";"BLANCO ";"22"
315;"131 ";"CANILLERAS ";"CAN0001 ";"BL X AMA ";"22"
315;"132 ";"CANILLERAS ";"CAN0001 ";"BL X VER CLA ";"22"
321;"1 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"N/A ";"22"
321;"2 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"S ";"22"
321;"3 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"M ";"22"
321;"4 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"L ";"22"
321;"5 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"XL ";"22"
321;"6 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"10 ";"22"
321;"7 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"12 ";"22"
321;"8 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"14 ";"22"
321;"9 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"16 ";"22"
321;"10 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"18 ";"22"
321;"11 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"AMARILLO ";"22"
321;"12 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"AZUL REY ";"22"
321;"13 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"ROJO ";"22"
321;"14 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"NARANJA ";"22"
321;"15 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"VERDE ";"22"
321;"16 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X VER ";"22"
321;"17 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X AZU ";"22"
321;"18 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X NEG ";"22"
321;"19 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X ROJ ";"22"
321;"20 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"AZUL OSCURO ";"22"
321;"21 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"NEGRA ";"22"
321;"129 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"VERDE CLARO ";"22"
321;"130 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BLANCO ";"22"
321;"131 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X AMA ";"22"
321;"132 ";"CAMISETA FUTBOL LOCAL ";"CEL0001 ";"BL X VER CLA ";"22"
322;"1 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"N/A ";"22"
322;"2 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"S ";"22"
322;"3 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"M ";"22"
322;"4 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"L ";"22"
322;"5 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"XL ";"22"
322;"6 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"10 ";"22"
322;"7 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"12 ";"22"
322;"8 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"14 ";"22"
322;"9 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"16 ";"22"
322;"10 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"18 ";"22"
322;"11 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"AMARILLO ";"22"
322;"12 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"AZUL REY ";"22"
322;"13 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"ROJO ";"22"
322;"14 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"NARANJA ";"22"
322;"15 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"VERDE ";"22"
322;"16 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X VER ";"22"
322;"17 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X AZU ";"22"
322;"18 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X NEG ";"22"
322;"19 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X ROJ ";"22"
322;"20 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"AZUL OSCURO ";"22"
322;"21 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"NEGRA ";"22"
322;"129 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"VERDE CLARO ";"22"
322;"130 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BLANCO ";"22"
322;"131 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X AMA ";"22"
322;"132 ";"UNIFORME NINO LOCAL ";"UNL0001 ";"BL X VER CLA ";"22"
323;"1 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"N/A ";"22"
323;"2 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"S ";"22"
323;"3 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"M ";"22"
323;"4 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"L ";"22"
323;"5 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"XL ";"22"
323;"6 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"10 ";"22"
323;"7 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"12 ";"22"
323;"8 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"14 ";"22"
323;"9 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"16 ";"22"
323;"10 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"18 ";"22"
323;"11 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"AMARILLO ";"22"
323;"12 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"AZUL REY ";"22"
323;"13 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"ROJO ";"22"
323;"14 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"NARANJA ";"22"
323;"15 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"VERDE ";"22"
323;"16 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X VER ";"22"
323;"17 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X AZU ";"22"
323;"18 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X NEG ";"22"
323;"19 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X ROJ ";"22"
323;"20 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"AZUL OSCURO ";"22"
323;"21 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"NEGRA ";"22"
323;"129 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"VERDE CLARO ";"22"
323;"130 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BLANCO ";"22"
323;"131 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X AMA ";"22"
323;"132 ";"CAMISA FORMAL PROMOCION ";"CAF0002 ";"BL X VER CLA ";"22"
324;"1 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"N/A ";"22"
324;"2 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"S ";"22"
324;"3 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"M ";"22"
324;"4 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"L ";"22"
324;"5 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"XL ";"22"
324;"6 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"10 ";"22"
324;"7 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"12 ";"22"
324;"8 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"14 ";"22"
324;"9 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"16 ";"22"
324;"10 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"18 ";"22"
324;"11 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"AMARILLO ";"22"
324;"12 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"AZUL REY ";"22"
324;"13 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"ROJO ";"22"
324;"14 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"NARANJA ";"22"
324;"15 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"VERDE ";"22"
324;"16 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X VER ";"22"
324;"17 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X AZU ";"22"
324;"18 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X NEG ";"22"
324;"19 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X ROJ ";"22"
324;"20 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"AZUL OSCURO ";"22"
324;"21 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"NEGRA ";"22"
324;"129 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"VERDE CLARO ";"22"
324;"130 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BLANCO ";"22"
324;"131 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X AMA ";"22"
324;"132 ";"UNIFORME LOCAL PROMOCION NINO ";"UNL0002 ";"BL X VER CLA ";"22"
325;"1 ";"UEFA REAL HOME ";"UEFA001 ";"N/A ";"22"
325;"2 ";"UEFA REAL HOME ";"UEFA001 ";"S ";"22"
325;"3 ";"UEFA REAL HOME ";"UEFA001 ";"M ";"22"
325;"4 ";"UEFA REAL HOME ";"UEFA001 ";"L ";"22"
325;"5 ";"UEFA REAL HOME ";"UEFA001 ";"XL ";"22"
325;"6 ";"UEFA REAL HOME ";"UEFA001 ";"10 ";"22"
325;"7 ";"UEFA REAL HOME ";"UEFA001 ";"12 ";"22"
325;"8 ";"UEFA REAL HOME ";"UEFA001 ";"14 ";"22"
325;"9 ";"UEFA REAL HOME ";"UEFA001 ";"16 ";"22"
325;"10 ";"UEFA REAL HOME ";"UEFA001 ";"18 ";"22"
325;"11 ";"UEFA REAL HOME ";"UEFA001 ";"AMARILLO ";"22"
325;"12 ";"UEFA REAL HOME ";"UEFA001 ";"AZUL REY ";"22"
325;"13 ";"UEFA REAL HOME ";"UEFA001 ";"ROJO ";"22"
325;"14 ";"UEFA REAL HOME ";"UEFA001 ";"NARANJA ";"22"
325;"15 ";"UEFA REAL HOME ";"UEFA001 ";"VERDE ";"22"
325;"16 ";"UEFA REAL HOME ";"UEFA001 ";"BL X VER ";"22"
325;"17 ";"UEFA REAL HOME ";"UEFA001 ";"BL X AZU ";"22"
325;"18 ";"UEFA REAL HOME ";"UEFA001 ";"BL X NEG ";"22"
325;"19 ";"UEFA REAL HOME ";"UEFA001 ";"BL X ROJ ";"22"
