CODIGO REFERENCIA;CODIGO TALLA;NOMBRE REFERNCIA;REFERNCIA;TALLA;CANTIDAD
266;6;CAMISETA ESQUELETO MUJER;CEM0001;10;1096
266;7;CAMISETA ESQUELETO MUJER;CEM0001;12;1097
266;8;CAMISETA ESQUELETO MUJER;CEM0001;14;1098
266;9;CAMISETA ESQUELETO MUJER;CEM0001;16;1099
266;10;CAMISETA ESQUELETO MUJER;CEM0001;18;1100
266;11;CAMISETA ESQUELETO MUJER;CEM0001;AMARILLO;1101
266;12;CAMISETA ESQUELETO MUJER;CEM0001;AZUL REY;1102
266;13;CAMISETA ESQUELETO MUJER;CEM0001;ROJO;1103
266;14;CAMISETA ESQUELETO MUJER;CEM0001;NARANJA;1104
266;15;CAMISETA ESQUELETO MUJER;CEM0001;VERDE;1105
266;16;CAMISETA ESQUELETO MUJER;CEM0001;BL X VER;1106
266;17;CAMISETA ESQUELETO MUJER;CEM0001;BL X AZU;1107
266;18;CAMISETA ESQUELETO MUJER;CEM0001;BL X NEG;1108
266;19;CAMISETA ESQUELETO MUJER;CEM0001;BL X ROJ;1109
266;20;CAMISETA ESQUELETO MUJER;CEM0001;AZUL OSCURO;1110
266;21;CAMISETA ESQUELETO MUJER;CEM0001;NEGRA;1111
266;129;CAMISETA ESQUELETO MUJER;CEM0001;VERDE CLARO;1112
266;130;CAMISETA ESQUELETO MUJER;CEM0001;BLANCO;1113
266;131;CAMISETA ESQUELETO MUJER;CEM0001;BL X AMA;1114
266;132;CAMISETA ESQUELETO MUJER;CEM0001;BL X VER CLA;1115
267;1;TOP MUJER;TOP0001;N/A;1116
267;2;TOP MUJER;TOP0001;S;1117
267;3;TOP MUJER;TOP0001;M;1118
267;4;TOP MUJER;TOP0001;L;1119
267;5;TOP MUJER;TOP0001;XL;1120
267;6;TOP MUJER;TOP0001;10;1121
267;7;TOP MUJER;TOP0001;12;1122
267;8;TOP MUJER;TOP0001;14;1123
267;9;TOP MUJER;TOP0001;16;1124
267;10;TOP MUJER;TOP0001;18;1125
267;11;TOP MUJER;TOP0001;AMARILLO;1126
267;12;TOP MUJER;TOP0001;AZUL REY;1127
267;13;TOP MUJER;TOP0001;ROJO;1128
267;14;TOP MUJER;TOP0001;NARANJA;1129
267;15;TOP MUJER;TOP0001;VERDE;1130
267;16;TOP MUJER;TOP0001;BL X VER;1131
267;17;TOP MUJER;TOP0001;BL X AZU;1132
267;18;TOP MUJER;TOP0001;BL X NEG;1133
267;19;TOP MUJER;TOP0001;BL X ROJ;1134
267;20;TOP MUJER;TOP0001;AZUL OSCURO;1135
267;21;TOP MUJER;TOP0001;NEGRA;1136
267;129;TOP MUJER;TOP0001;VERDE CLARO;1137
267;130;TOP MUJER;TOP0001;BLANCO;1138
267;131;TOP MUJER;TOP0001;BL X AMA;1139
267;132;TOP MUJER;TOP0001;BL X VER CLA;1140
268;1;RELOJ HOMBRE;REH0001;N/A;1141
268;2;RELOJ HOMBRE;REH0001;S;1142
268;3;RELOJ HOMBRE;REH0001;M;1143
268;4;RELOJ HOMBRE;REH0001;L;1144
268;5;RELOJ HOMBRE;REH0001;XL;1145
268;6;RELOJ HOMBRE;REH0001;10;1146
268;7;RELOJ HOMBRE;REH0001;12;1147
268;8;RELOJ HOMBRE;REH0001;14;1148
268;9;RELOJ HOMBRE;REH0001;16;1149
268;10;RELOJ HOMBRE;REH0001;18;1150
268;11;RELOJ HOMBRE;REH0001;AMARILLO;1151
268;12;RELOJ HOMBRE;REH0001;AZUL REY;1152
268;13;RELOJ HOMBRE;REH0001;ROJO;1153
268;14;RELOJ HOMBRE;REH0001;NARANJA;1154
268;15;RELOJ HOMBRE;REH0001;VERDE;1155
268;16;RELOJ HOMBRE;REH0001;BL X VER;1156
268;17;RELOJ HOMBRE;REH0001;BL X AZU;1157
268;18;RELOJ HOMBRE;REH0001;BL X NEG;1158
268;19;RELOJ HOMBRE;REH0001;BL X ROJ;1159
268;20;RELOJ HOMBRE;REH0001;AZUL OSCURO;1160
268;21;RELOJ HOMBRE;REH0001;NEGRA;1161
268;129;RELOJ HOMBRE;REH0001;VERDE CLARO;1162
268;130;RELOJ HOMBRE;REH0001;BLANCO;1163
268;131;RELOJ HOMBRE;REH0001;BL X AMA;1164
268;132;RELOJ HOMBRE;REH0001;BL X VER CLA;1165
269;1;RELOJ MUJER;REM0001;N/A;1166
269;2;RELOJ MUJER;REM0001;S;1167
269;3;RELOJ MUJER;REM0001;M;1168
269;4;RELOJ MUJER;REM0001;L;1169
269;5;RELOJ MUJER;REM0001;XL;1170
269;6;RELOJ MUJER;REM0001;10;1171
269;7;RELOJ MUJER;REM0001;12;1172
269;8;RELOJ MUJER;REM0001;14;1173
269;9;RELOJ MUJER;REM0001;16;1174
269;10;RELOJ MUJER;REM0001;18;1175
269;11;RELOJ MUJER;REM0001;AMARILLO;1176
269;12;RELOJ MUJER;REM0001;AZUL REY;1177
269;13;RELOJ MUJER;REM0001;ROJO;1178
269;14;RELOJ MUJER;REM0001;NARANJA;1179
269;15;RELOJ MUJER;REM0001;VERDE;1180
269;16;RELOJ MUJER;REM0001;BL X VER;1181
269;17;RELOJ MUJER;REM0001;BL X AZU;1182
269;18;RELOJ MUJER;REM0001;BL X NEG;1183
269;19;RELOJ MUJER;REM0001;BL X ROJ;1184
269;20;RELOJ MUJER;REM0001;AZUL OSCURO;1185
269;21;RELOJ MUJER;REM0001;NEGRA;1186
269;129;RELOJ MUJER;REM0001;VERDE CLARO;1187
269;130;RELOJ MUJER;REM0001;BLANCO;1188
269;131;RELOJ MUJER;REM0001;BL X AMA;1189
269;132;RELOJ MUJER;REM0001;BL X VER CLA;1190
271;1;BARRA MANCUERNA;BMG0001;N/A;1191
271;2;BARRA MANCUERNA;BMG0001;S;1192
271;3;BARRA MANCUERNA;BMG0001;M;1193
271;4;BARRA MANCUERNA;BMG0001;L;1194
271;5;BARRA MANCUERNA;BMG0001;XL;1195
271;6;BARRA MANCUERNA;BMG0001;10;1196
271;7;BARRA MANCUERNA;BMG0001;12;1197
271;8;BARRA MANCUERNA;BMG0001;14;1198
271;9;BARRA MANCUERNA;BMG0001;16;1199
271;10;BARRA MANCUERNA;BMG0001;18;1200
271;11;BARRA MANCUERNA;BMG0001;AMARILLO;1201
271;12;BARRA MANCUERNA;BMG0001;AZUL REY;1202
271;13;BARRA MANCUERNA;BMG0001;ROJO;1203
271;14;BARRA MANCUERNA;BMG0001;NARANJA;1204
271;15;BARRA MANCUERNA;BMG0001;VERDE;1205
271;16;BARRA MANCUERNA;BMG0001;BL X VER;1206
271;17;BARRA MANCUERNA;BMG0001;BL X AZU;1207
271;18;BARRA MANCUERNA;BMG0001;BL X NEG;1208
271;19;BARRA MANCUERNA;BMG0001;BL X ROJ;1209
271;20;BARRA MANCUERNA;BMG0001;AZUL OSCURO;1210
271;21;BARRA MANCUERNA;BMG0001;NEGRA;1211
271;129;BARRA MANCUERNA;BMG0001;VERDE CLARO;1212
271;130;BARRA MANCUERNA;BMG0001;BLANCO;1213
271;131;BARRA MANCUERNA;BMG0001;BL X AMA;1214
271;132;BARRA MANCUERNA;BMG0001;BL X VER CLA;1215
276;1;MORRAL COMPUTADOR;MOC0001;N/A;1216
276;2;MORRAL COMPUTADOR;MOC0001;S;1217
276;3;MORRAL COMPUTADOR;MOC0001;M;1218
276;4;MORRAL COMPUTADOR;MOC0001;L;1219
276;5;MORRAL COMPUTADOR;MOC0001;XL;1220
276;6;MORRAL COMPUTADOR;MOC0001;10;1221
276;7;MORRAL COMPUTADOR;MOC0001;12;1222
276;8;MORRAL COMPUTADOR;MOC0001;14;1223
276;9;MORRAL COMPUTADOR;MOC0001;16;1224
276;10;MORRAL COMPUTADOR;MOC0001;18;1225
276;11;MORRAL COMPUTADOR;MOC0001;AMARILLO;1226
276;12;MORRAL COMPUTADOR;MOC0001;AZUL REY;1227
276;13;MORRAL COMPUTADOR;MOC0001;ROJO;1228
276;14;MORRAL COMPUTADOR;MOC0001;NARANJA;1229
276;15;MORRAL COMPUTADOR;MOC0001;VERDE;1230
276;16;MORRAL COMPUTADOR;MOC0001;BL X VER;1231
276;17;MORRAL COMPUTADOR;MOC0001;BL X AZU;1232
276;18;MORRAL COMPUTADOR;MOC0001;BL X NEG;1233
276;19;MORRAL COMPUTADOR;MOC0001;BL X ROJ;1234
276;20;MORRAL COMPUTADOR;MOC0001;AZUL OSCURO;1235
276;21;MORRAL COMPUTADOR;MOC0001;NEGRA;1236
276;129;MORRAL COMPUTADOR;MOC0001;VERDE CLARO;1237
276;130;MORRAL COMPUTADOR;MOC0001;BLANCO;1238
276;131;MORRAL COMPUTADOR;MOC0001;BL X AMA;1239
276;132;MORRAL COMPUTADOR;MOC0001;BL X VER CLA;1240
280;1;BILLETERA MUJER PROMOCION;BIM0001;N/A;1241
280;2;BILLETERA MUJER PROMOCION;BIM0001;S;1242
280;3;BILLETERA MUJER PROMOCION;BIM0001;M;1243
280;4;BILLETERA MUJER PROMOCION;BIM0001;L;1244
280;5;BILLETERA MUJER PROMOCION;BIM0001;XL;1245
280;6;BILLETERA MUJER PROMOCION;BIM0001;10;1246
280;7;BILLETERA MUJER PROMOCION;BIM0001;12;1247
280;8;BILLETERA MUJER PROMOCION;BIM0001;14;1248
280;9;BILLETERA MUJER PROMOCION;BIM0001;16;1249
280;10;BILLETERA MUJER PROMOCION;BIM0001;18;1250
280;11;BILLETERA MUJER PROMOCION;BIM0001;AMARILLO;1251
280;12;BILLETERA MUJER PROMOCION;BIM0001;AZUL REY;1252
280;13;BILLETERA MUJER PROMOCION;BIM0001;ROJO;1253
280;14;BILLETERA MUJER PROMOCION;BIM0001;NARANJA;1254
280;15;BILLETERA MUJER PROMOCION;BIM0001;VERDE;1255
280;16;BILLETERA MUJER PROMOCION;BIM0001;BL X VER;1256
280;17;BILLETERA MUJER PROMOCION;BIM0001;BL X AZU;1257
280;18;BILLETERA MUJER PROMOCION;BIM0001;BL X NEG;1258
280;19;BILLETERA MUJER PROMOCION;BIM0001;BL X ROJ;1259
280;20;BILLETERA MUJER PROMOCION;BIM0001;AZUL OSCURO;1260
280;21;BILLETERA MUJER PROMOCION;BIM0001;NEGRA;1261
280;129;BILLETERA MUJER PROMOCION;BIM0001;VERDE CLARO;1262
280;130;BILLETERA MUJER PROMOCION;BIM0001;BLANCO;1263
280;131;BILLETERA MUJER PROMOCION;BIM0001;BL X AMA;1264
280;132;BILLETERA MUJER PROMOCION;BIM0001;BL X VER CLA;1265
281;1;GORRA DEPORTIVA;GOD0001;N/A;1266
281;2;GORRA DEPORTIVA;GOD0001;S;1267
281;3;GORRA DEPORTIVA;GOD0001;M;1268
281;4;GORRA DEPORTIVA;GOD0001;L;1269
281;5;GORRA DEPORTIVA;GOD0001;XL;1270
281;6;GORRA DEPORTIVA;GOD0001;10;1271
281;7;GORRA DEPORTIVA;GOD0001;12;1272
281;8;GORRA DEPORTIVA;GOD0001;14;1273
281;9;GORRA DEPORTIVA;GOD0001;16;1274
281;10;GORRA DEPORTIVA;GOD0001;18;1275
281;11;GORRA DEPORTIVA;GOD0001;AMARILLO;1276
281;12;GORRA DEPORTIVA;GOD0001;AZUL REY;1277
281;13;GORRA DEPORTIVA;GOD0001;ROJO;1278
281;14;GORRA DEPORTIVA;GOD0001;NARANJA;1279
281;15;GORRA DEPORTIVA;GOD0001;VERDE;1280
281;16;GORRA DEPORTIVA;GOD0001;BL X VER;1281
281;17;GORRA DEPORTIVA;GOD0001;BL X AZU;1282
281;18;GORRA DEPORTIVA;GOD0001;BL X NEG;1283
281;19;GORRA DEPORTIVA;GOD0001;BL X ROJ;1284
281;20;GORRA DEPORTIVA;GOD0001;AZUL OSCURO;1285
281;21;GORRA DEPORTIVA;GOD0001;NEGRA;1286
281;129;GORRA DEPORTIVA;GOD0001;VERDE CLARO;1287
281;130;GORRA DEPORTIVA;GOD0001;BLANCO;1288
281;131;GORRA DEPORTIVA;GOD0001;BL X AMA;1289
281;132;GORRA DEPORTIVA;GOD0001;BL X VER CLA;1290
282;1;PRENDA PROMOCION NINO;PPN0001;N/A;1291
282;2;PRENDA PROMOCION NINO;PPN0001;S;1292
282;3;PRENDA PROMOCION NINO;PPN0001;M;1293
282;4;PRENDA PROMOCION NINO;PPN0001;L;1294
282;5;PRENDA PROMOCION NINO;PPN0001;XL;1295
282;6;PRENDA PROMOCION NINO;PPN0001;10;1296
282;7;PRENDA PROMOCION NINO;PPN0001;12;1297
282;8;PRENDA PROMOCION NINO;PPN0001;14;1298
282;9;PRENDA PROMOCION NINO;PPN0001;16;1299
282;10;PRENDA PROMOCION NINO;PPN0001;18;1300
282;11;PRENDA PROMOCION NINO;PPN0001;AMARILLO;1301
282;12;PRENDA PROMOCION NINO;PPN0001;AZUL REY;1302
282;13;PRENDA PROMOCION NINO;PPN0001;ROJO;1303
282;14;PRENDA PROMOCION NINO;PPN0001;NARANJA;1304
282;15;PRENDA PROMOCION NINO;PPN0001;VERDE;1305
282;16;PRENDA PROMOCION NINO;PPN0001;BL X VER;1306
282;17;PRENDA PROMOCION NINO;PPN0001;BL X AZU;1307
282;18;PRENDA PROMOCION NINO;PPN0001;BL X NEG;1308
282;19;PRENDA PROMOCION NINO;PPN0001;BL X ROJ;1309
282;20;PRENDA PROMOCION NINO;PPN0001;AZUL OSCURO;1310
282;21;PRENDA PROMOCION NINO;PPN0001;NEGRA;1311
282;129;PRENDA PROMOCION NINO;PPN0001;VERDE CLARO;1312
282;130;PRENDA PROMOCION NINO;PPN0001;BLANCO;1313
282;131;PRENDA PROMOCION NINO;PPN0001;BL X AMA;1314
282;132;PRENDA PROMOCION NINO;PPN0001;BL X VER CLA;1315
283;1;GUANTES INVIERNO;GUA0001;N/A;1316
283;2;GUANTES INVIERNO;GUA0001;S;1317
283;3;GUANTES INVIERNO;GUA0001;M;1318
283;4;GUANTES INVIERNO;GUA0001;L;1319
283;5;GUANTES INVIERNO;GUA0001;XL;1320
283;6;GUANTES INVIERNO;GUA0001;10;1321
283;7;GUANTES INVIERNO;GUA0001;12;1322
283;8;GUANTES INVIERNO;GUA0001;14;1323
283;9;GUANTES INVIERNO;GUA0001;16;1324
283;10;GUANTES INVIERNO;GUA0001;18;1325
283;11;GUANTES INVIERNO;GUA0001;AMARILLO;1326
283;12;GUANTES INVIERNO;GUA0001;AZUL REY;1327
283;13;GUANTES INVIERNO;GUA0001;ROJO;1328
283;14;GUANTES INVIERNO;GUA0001;NARANJA;1329
283;15;GUANTES INVIERNO;GUA0001;VERDE;1330
283;16;GUANTES INVIERNO;GUA0001;BL X VER;1331
283;17;GUANTES INVIERNO;GUA0001;BL X AZU;1332
283;18;GUANTES INVIERNO;GUA0001;BL X NEG;1333
283;19;GUANTES INVIERNO;GUA0001;BL X ROJ;1334
283;20;GUANTES INVIERNO;GUA0001;AZUL OSCURO;1335
283;21;GUANTES INVIERNO;GUA0001;NEGRA;1336
283;129;GUANTES INVIERNO;GUA0001;VERDE CLARO;1337
283;130;GUANTES INVIERNO;GUA0001;BLANCO;1338
283;131;GUANTES INVIERNO;GUA0001;BL X AMA;1339
283;132;GUANTES INVIERNO;GUA0001;BL X VER CLA;1340
284;1;TENNIS PATIN;TEP0001;N/A;1341
284;2;TENNIS PATIN;TEP0001;S;1342
284;3;TENNIS PATIN;TEP0001;M;1343
284;4;TENNIS PATIN;TEP0001;L;1344
284;5;TENNIS PATIN;TEP0001;XL;1345
284;6;TENNIS PATIN;TEP0001;10;1346
284;7;TENNIS PATIN;TEP0001;12;1347
284;8;TENNIS PATIN;TEP0001;14;1348
284;9;TENNIS PATIN;TEP0001;16;1349
284;10;TENNIS PATIN;TEP0001;18;1350
284;11;TENNIS PATIN;TEP0001;AMARILLO;1351
284;12;TENNIS PATIN;TEP0001;AZUL REY;1352
284;13;TENNIS PATIN;TEP0001;ROJO;1353
284;14;TENNIS PATIN;TEP0001;NARANJA;1354
284;15;TENNIS PATIN;TEP0001;VERDE;1355
284;16;TENNIS PATIN;TEP0001;BL X VER;1356
284;17;TENNIS PATIN;TEP0001;BL X AZU;1357
284;18;TENNIS PATIN;TEP0001;BL X NEG;1358
284;19;TENNIS PATIN;TEP0001;BL X ROJ;1359
284;20;TENNIS PATIN;TEP0001;AZUL OSCURO;1360
284;21;TENNIS PATIN;TEP0001;NEGRA;1361
284;129;TENNIS PATIN;TEP0001;VERDE CLARO;1362
284;130;TENNIS PATIN;TEP0001;BLANCO;1363
284;131;TENNIS PATIN;TEP0001;BL X AMA;1364
284;132;TENNIS PATIN;TEP0001;BL X VER CLA;1365
287;1;BUSO PARA ARQUERO;BUA0001;N/A;1366
287;2;BUSO PARA ARQUERO;BUA0001;S;1367
287;3;BUSO PARA ARQUERO;BUA0001;M;1368
287;4;BUSO PARA ARQUERO;BUA0001;L;1369
287;5;BUSO PARA ARQUERO;BUA0001;XL;1370
287;6;BUSO PARA ARQUERO;BUA0001;10;1371
287;7;BUSO PARA ARQUERO;BUA0001;12;1372
287;8;BUSO PARA ARQUERO;BUA0001;14;1373
287;9;BUSO PARA ARQUERO;BUA0001;16;1374
287;10;BUSO PARA ARQUERO;BUA0001;18;1375
287;11;BUSO PARA ARQUERO;BUA0001;AMARILLO;1376
287;12;BUSO PARA ARQUERO;BUA0001;AZUL REY;1377
287;13;BUSO PARA ARQUERO;BUA0001;ROJO;1378
287;14;BUSO PARA ARQUERO;BUA0001;NARANJA;1379
287;15;BUSO PARA ARQUERO;BUA0001;VERDE;1380
287;16;BUSO PARA ARQUERO;BUA0001;BL X VER;1381
287;17;BUSO PARA ARQUERO;BUA0001;BL X AZU;1382
287;18;BUSO PARA ARQUERO;BUA0001;BL X NEG;1383
287;19;BUSO PARA ARQUERO;BUA0001;BL X ROJ;1384
287;20;BUSO PARA ARQUERO;BUA0001;AZUL OSCURO;1385
287;21;BUSO PARA ARQUERO;BUA0001;NEGRA;1386
287;129;BUSO PARA ARQUERO;BUA0001;VERDE CLARO;1387
287;130;BUSO PARA ARQUERO;BUA0001;BLANCO;1388
287;131;BUSO PARA ARQUERO;BUA0001;BL X AMA;1389
287;132;BUSO PARA ARQUERO;BUA0001;BL X VER CLA;1390
293;1;PANTALONETA HOMBRE;PTH0001;N/A;1391
293;2;PANTALONETA HOMBRE;PTH0001;S;1392
293;3;PANTALONETA HOMBRE;PTH0001;M;1393
293;4;PANTALONETA HOMBRE;PTH0001;L;1394
293;5;PANTALONETA HOMBRE;PTH0001;XL;1395
293;6;PANTALONETA HOMBRE;PTH0001;10;1396
293;7;PANTALONETA HOMBRE;PTH0001;12;1397
293;8;PANTALONETA HOMBRE;PTH0001;14;1398
293;9;PANTALONETA HOMBRE;PTH0001;16;1399
293;10;PANTALONETA HOMBRE;PTH0001;18;1400
293;11;PANTALONETA HOMBRE;PTH0001;AMARILLO;1401
293;12;PANTALONETA HOMBRE;PTH0001;AZUL REY;1402
293;13;PANTALONETA HOMBRE;PTH0001;ROJO;1403
293;14;PANTALONETA HOMBRE;PTH0001;NARANJA;1404
293;15;PANTALONETA HOMBRE;PTH0001;VERDE;1405
293;16;PANTALONETA HOMBRE;PTH0001;BL X VER;1406
293;17;PANTALONETA HOMBRE;PTH0001;BL X AZU;1407
293;18;PANTALONETA HOMBRE;PTH0001;BL X NEG;1408
293;19;PANTALONETA HOMBRE;PTH0001;BL X ROJ;1409
293;20;PANTALONETA HOMBRE;PTH0001;AZUL OSCURO;1410
293;21;PANTALONETA HOMBRE;PTH0001;NEGRA;1411
293;129;PANTALONETA HOMBRE;PTH0001;VERDE CLARO;1412
293;130;PANTALONETA HOMBRE;PTH0001;BLANCO;1413
293;131;PANTALONETA HOMBRE;PTH0001;BL X AMA;1414
293;132;PANTALONETA HOMBRE;PTH0001;BL X VER CLA;1415
294;1;PANTALONETA PARA HOMBRE;PTH0001;N/A;1416
294;2;PANTALONETA PARA HOMBRE;PTH0001;S;1417
294;3;PANTALONETA PARA HOMBRE;PTH0001;M;1418
294;4;PANTALONETA PARA HOMBRE;PTH0001;L;1419
294;5;PANTALONETA PARA HOMBRE;PTH0001;XL;1420
294;6;PANTALONETA PARA HOMBRE;PTH0001;10;1421
294;7;PANTALONETA PARA HOMBRE;PTH0001;12;1422
294;8;PANTALONETA PARA HOMBRE;PTH0001;14;1423
294;9;PANTALONETA PARA HOMBRE;PTH0001;16;1424
294;10;PANTALONETA PARA HOMBRE;PTH0001;18;1425
294;11;PANTALONETA PARA HOMBRE;PTH0001;AMARILLO;1426
294;12;PANTALONETA PARA HOMBRE;PTH0001;AZUL REY;1427
294;13;PANTALONETA PARA HOMBRE;PTH0001;ROJO;1428
294;14;PANTALONETA PARA HOMBRE;PTH0001;NARANJA;1429
294;15;PANTALONETA PARA HOMBRE;PTH0001;VERDE;1430
294;16;PANTALONETA PARA HOMBRE;PTH0001;BL X VER;1431
294;17;PANTALONETA PARA HOMBRE;PTH0001;BL X AZU;1432
294;18;PANTALONETA PARA HOMBRE;PTH0001;BL X NEG;1433
294;19;PANTALONETA PARA HOMBRE;PTH0001;BL X ROJ;1434
294;20;PANTALONETA PARA HOMBRE;PTH0001;AZUL OSCURO;1435
294;21;PANTALONETA PARA HOMBRE;PTH0001;NEGRA;1436
294;129;PANTALONETA PARA HOMBRE;PTH0001;VERDE CLARO;1437
294;130;PANTALONETA PARA HOMBRE;PTH0001;BLANCO;1438
294;131;PANTALONETA PARA HOMBRE;PTH0001;BL X AMA;1439
294;132;PANTALONETA PARA HOMBRE;PTH0001;BL X VER CLA;1440
295;1;RELOJ PARA MUJER;REM0001;N/A;1441
295;2;RELOJ PARA MUJER;REM0001;S;1442
295;3;RELOJ PARA MUJER;REM0001;M;1443
295;4;RELOJ PARA MUJER;REM0001;L;1444
295;5;RELOJ PARA MUJER;REM0001;XL;1445
295;6;RELOJ PARA MUJER;REM0001;10;1446
295;7;RELOJ PARA MUJER;REM0001;12;1447
295;8;RELOJ PARA MUJER;REM0001;14;1448
295;9;RELOJ PARA MUJER;REM0001;16;1449
295;10;RELOJ PARA MUJER;REM0001;18;1450
295;11;RELOJ PARA MUJER;REM0001;AMARILLO;1451
295;12;RELOJ PARA MUJER;REM0001;AZUL REY;1452
295;13;RELOJ PARA MUJER;REM0001;ROJO;1453
295;14;RELOJ PARA MUJER;REM0001;NARANJA;1454
295;15;RELOJ PARA MUJER;REM0001;VERDE;1455
295;16;RELOJ PARA MUJER;REM0001;BL X VER;1456
295;17;RELOJ PARA MUJER;REM0001;BL X AZU;1457
295;18;RELOJ PARA MUJER;REM0001;BL X NEG;1458
295;19;RELOJ PARA MUJER;REM0001;BL X ROJ;1459
295;20;RELOJ PARA MUJER;REM0001;AZUL OSCURO;1460
295;21;RELOJ PARA MUJER;REM0001;NEGRA;1461
295;129;RELOJ PARA MUJER;REM0001;VERDE CLARO;1462
295;130;RELOJ PARA MUJER;REM0001;BLANCO;1463
295;131;RELOJ PARA MUJER;REM0001;BL X AMA;1464
295;132;RELOJ PARA MUJER;REM0001;BL X VER CLA;1465
296;1;RELOJ PARA HOMBRE;REH0001;N/A;1466
296;2;RELOJ PARA HOMBRE;REH0001;S;1467
296;3;RELOJ PARA HOMBRE;REH0001;M;1468
296;4;RELOJ PARA HOMBRE;REH0001;L;1469
296;5;RELOJ PARA HOMBRE;REH0001;XL;1470
296;6;RELOJ PARA HOMBRE;REH0001;10;1471
296;7;RELOJ PARA HOMBRE;REH0001;12;1472
296;8;RELOJ PARA HOMBRE;REH0001;14;1473
296;9;RELOJ PARA HOMBRE;REH0001;16;1474
296;10;RELOJ PARA HOMBRE;REH0001;18;1475
296;11;RELOJ PARA HOMBRE;REH0001;AMARILLO;1476
296;12;RELOJ PARA HOMBRE;REH0001;AZUL REY;1477
296;13;RELOJ PARA HOMBRE;REH0001;ROJO;1478
296;14;RELOJ PARA HOMBRE;REH0001;NARANJA;1479
296;15;RELOJ PARA HOMBRE;REH0001;VERDE;1480
296;16;RELOJ PARA HOMBRE;REH0001;BL X VER;1481
296;17;RELOJ PARA HOMBRE;REH0001;BL X AZU;1482
296;18;RELOJ PARA HOMBRE;REH0001;BL X NEG;1483
296;19;RELOJ PARA HOMBRE;REH0001;BL X ROJ;1484
296;20;RELOJ PARA HOMBRE;REH0001;AZUL OSCURO;1485
296;21;RELOJ PARA HOMBRE;REH0001;NEGRA;1486
296;129;RELOJ PARA HOMBRE;REH0001;VERDE CLARO;1487
296;130;RELOJ PARA HOMBRE;REH0001;BLANCO;1488
296;131;RELOJ PARA HOMBRE;REH0001;BL X AMA;1489
296;132;RELOJ PARA HOMBRE;REH0001;BL X VER CLA;1490
302;1;CAMISETA EQUIPO COLECCION;CEC0001;N/A;1491
302;2;CAMISETA EQUIPO COLECCION;CEC0001;S;1492
302;3;CAMISETA EQUIPO COLECCION;CEC0001;M;1493
302;4;CAMISETA EQUIPO COLECCION;CEC0001;L;1494
302;5;CAMISETA EQUIPO COLECCION;CEC0001;XL;1495
302;6;CAMISETA EQUIPO COLECCION;CEC0001;10;1496
302;7;CAMISETA EQUIPO COLECCION;CEC0001;12;1497
302;8;CAMISETA EQUIPO COLECCION;CEC0001;14;1498
302;9;CAMISETA EQUIPO COLECCION;CEC0001;16;1499
302;10;CAMISETA EQUIPO COLECCION;CEC0001;18;1500
302;11;CAMISETA EQUIPO COLECCION;CEC0001;AMARILLO;1501
302;12;CAMISETA EQUIPO COLECCION;CEC0001;AZUL REY;1502
302;13;CAMISETA EQUIPO COLECCION;CEC0001;ROJO;1503
302;14;CAMISETA EQUIPO COLECCION;CEC0001;NARANJA;1504
302;15;CAMISETA EQUIPO COLECCION;CEC0001;VERDE;1505
302;16;CAMISETA EQUIPO COLECCION;CEC0001;BL X VER;1506
302;17;CAMISETA EQUIPO COLECCION;CEC0001;BL X AZU;1507
302;18;CAMISETA EQUIPO COLECCION;CEC0001;BL X NEG;1508
302;19;CAMISETA EQUIPO COLECCION;CEC0001;BL X ROJ;1509
302;20;CAMISETA EQUIPO COLECCION;CEC0001;AZUL OSCURO;1510
302;21;CAMISETA EQUIPO COLECCION;CEC0001;NEGRA;1511
302;129;CAMISETA EQUIPO COLECCION;CEC0001;VERDE CLARO;1512
302;130;CAMISETA EQUIPO COLECCION;CEC0001;BLANCO;1513
302;131;CAMISETA EQUIPO COLECCION;CEC0001;BL X AMA;1514
302;132;CAMISETA EQUIPO COLECCION;CEC0001;BL X VER CLA;1515
303;1;UNIFORME LIGA ADULTO;ULA0001;N/A;1516
303;2;UNIFORME LIGA ADULTO;ULA0001;S;1517
303;3;UNIFORME LIGA ADULTO;ULA0001;M;1518
303;4;UNIFORME LIGA ADULTO;ULA0001;L;1519
303;5;UNIFORME LIGA ADULTO;ULA0001;XL;1520
303;6;UNIFORME LIGA ADULTO;ULA0001;10;1521
303;7;UNIFORME LIGA ADULTO;ULA0001;12;1522
303;8;UNIFORME LIGA ADULTO;ULA0001;14;1523
303;9;UNIFORME LIGA ADULTO;ULA0001;16;1524
303;10;UNIFORME LIGA ADULTO;ULA0001;18;1525
303;11;UNIFORME LIGA ADULTO;ULA0001;AMARILLO;1526
303;12;UNIFORME LIGA ADULTO;ULA0001;AZUL REY;1527
303;13;UNIFORME LIGA ADULTO;ULA0001;ROJO;1528
303;14;UNIFORME LIGA ADULTO;ULA0001;NARANJA;1529
303;15;UNIFORME LIGA ADULTO;ULA0001;VERDE;1530
303;16;UNIFORME LIGA ADULTO;ULA0001;BL X VER;1531
303;17;UNIFORME LIGA ADULTO;ULA0001;BL X AZU;1532
303;18;UNIFORME LIGA ADULTO;ULA0001;BL X NEG;1533
303;19;UNIFORME LIGA ADULTO;ULA0001;BL X ROJ;1534
303;20;UNIFORME LIGA ADULTO;ULA0001;AZUL OSCURO;1535
303;21;UNIFORME LIGA ADULTO;ULA0001;NEGRA;1536
